Probe Set ID;Gene Title;Gene Symbol;Probe Position;NCBI;NCBI;Cluster;Correlation to FoxP3;TregSig;IL2ActnoFox;IL2Act;Act;TGFnoFox;TGF;FOXP3rv;ActCD4;ActCD4TGF;ActTreg;ActTregTGF;CTRLrv;FOXP3rv;Ctrlrv;Foxp3rv;sfActCD4;sfActCD4TGF;wtActCD4;wtActCD4TGF;ActCD8;ActCD8TGF;TconvThy;TregThy;TconvLN;TregLN;TconvSpN;TregSpN;TconvSpB;TregSpB;CD4AND;ActCD4AND
1437421_at;RIKEN cDNA 6330509M05 gene;6330509M05Rik;chrX:18433176-18434624 (-) // 99.93 // qA1.3;---;---;6;0.355710123;1.87;0.55;0.86;1.19;1.59;1.89;1.32;48.1;113.5;185.5;199.5;68.1;89.9;57;72.8;45.8;72.7;45.8;86.6;186.5;270.2;54.3;164.4;167.1;541;83.4;156.1;53;132.4;86.4;103
1437085_at;RIKEN cDNA D630039A03 gene;D630039A03Rik;chr4:57176581-57177329 (-) // 95.01 // qB3;242484;242484;4;0.155137422;1.87;2.89;3.21;1.04;1.42;1.63;1.32;369.5;446.8;434.4;340.1;407.3;538.4;347;413;275.7;390.6;299.4;488.4;234.5;221.5;57.1;96.5;79.2;167.1;95.5;178.7;93.2;323.8;41.9;43.4
1452654_at;---;---;chr8:39586859-39599673 (+) // 92.45 // qA4;---;---;4;-0.008296589;1.87;4.2;6.64;5.45;0.99;0.85;0.81;327.3;265.1;448.6;340.7;370.9;300.5;200.1;186.9;391.1;388.7;462.7;395.2;189.6;98.5;72.4;189.9;111.4;267;93;173.7;69.7;105.4;35.6;194.1
1459098_at;Dystonin;Dst;chr1:34527684-34528765 (+) // 69.37 // qB;---;---;1;0.682547591;1.86;1.09;1.53;1.12;0.96;1.32;0.98;64.4;68.1;57.4;87.1;44;43.2;38.2;38;39.1;37.7;42.1;55.7;30.9;24.5;22.1;50.1;25.9;72.4;35.8;66.7;27.5;53.8;25.6;28.8
1449929_at;dynein light chain Tctex-type 3;Dynlt3;chrX:7987053-7995746 (-) // 96.55 // qA1.1;67117;67117;5;0.106842577;1.86;2.89;2.72;1.59;0.92;0.84;1.39;518.3;354.7;529.4;509.3;411;570.5;371.8;442.9;758.5;700.6;692.6;580.3;410;344.5;425.1;582.1;397.9;626;262.9;490;254.4;467.1;238.1;378.8
1419649_s_at;myosin IC;Myo1c;chr11:75264064-75287197 (+) // 91.84 // qB5;17913;17913;1;0.533489875;1.85;1.61;1.66;1.55;1.05;1.48;1.09;182.9;290.2;262.6;342.2;200.3;217.7;197.8;177.8;212.5;223.4;206.6;304.8;260.6;287.6;116.7;277.8;135.7;252;132.4;245.1;124.5;254.4;139.2;215.8
1423350_at;suppressor of cytokine signaling 5;Socs5;chr17:85705861-85735778 (+) // 97.39 // qE4;56468;56468;1;0.341602355;1.85;1.45;2.23;0.7;1.42;1.46;1.29;201;283.2;282.1;243.7;207.4;267;178.5;244.1;236.3;336.5;239.5;349;339.7;388.6;172.6;311;165.2;330.1;162.8;301.3;107.2;206.5;71.1;49.6
1436649_at;zinc finger protein| subfamily 1A| 3 (Aiolos);Zfpn1a3;chr11:98136018-98137166 (-) // 85.59 // qD;22780;22780;6;0.145414089;1.85;1.4;0.91;1.73;1.11;1.33;1.5;223.6;329.9;525.7;476.9;266.9;400.9;311.2;412.7;745.6;825.6;490.8;651.3;1110.9;1493.3;400.1;622.2;648.5;1179.1;532.2;983.3;540.8;923.9;843;1456
1434310_at;bone morphogenic protein receptor| type II (serine/threonine kinase);Bmpr2;chr1:60278852-60281435 (+) // 94.75 // qC2;69210;69210;4;0.133497431;1.85;4.47;5.98;0.51;0.99;1.43;1.25;971.2;1824.9;1364.5;2591.2;915.5;1140.8;1085.6;1156.4;1733;1718.7;1611.6;2306;805.7;1144.9;521.5;876.1;327.4;1083;387.9;718.1;269.4;565.8;311.8;160
1458947_at;RIKEN cDNA 2010111I01 gene;2010111I01Rik;chr13:61579196-61579847 (+) // 96.31 // qB3;---;---;5;0.410258895;1.84;2.35;1.95;1.31;0.76;0.69;1.3;328.5;386.8;474.5;439.6;317.7;412.1;281.4;312;1016.3;772.4;832.2;574.5;485.6;511.7;293.7;396.6;579.3;1215.9;432.1;793.9;427.6;918.4;333;435.6
1422303_a_at;tumor necrosis factor receptor superfamily| member 18;Tnfrsf18;chr4:153912283-153914831 (+) // 98.04 // qE2;21936;21936;4;0.16630283;1.84;4.07;5.75;0.47;0.66;0.77;1.64;1891.8;2230.3;3174.2;1938.3;1907.4;3127.8;1491.6;2034.8;3028.9;2002.4;2516.1;1942.2;1237.7;1055.8;936.2;2947.6;707.4;1929;743.8;1370.8;437.4;1477.1;912.8;427.1
1454709_at;transmembrane protein 64;Tmem64;chr4:15193228-15212790 (+) // 90.93 // qA2;100201;100201;4;0.070708621;1.84;2.12;2.43;0.4;0.65;1.04;1.19;3896;3601.6;4639.6;3809.2;4578.7;5436.2;4740.2;5320.8;2062.5;1330.9;2046.7;2122.3;1040.6;873.4;1681.6;2296.9;996.3;1964;974.5;1796.9;843.5;2293.9;1320.9;525.9
1425571_at;signaling lymphocytic activation molecule family member 1;Slamf1;chr1:171838358-171872592 (+) // 87.94 // qH3;---;---;6;0.766378141;1.83;1.09;1.07;1.39;0.8;1.02;1.2;107.2;102.4;153.9;122.5;101.4;122.1;83.8;88.1;95.7;76.9;103.2;105.5;66.9;56.9;72.6;100.1;78.7;171;87.7;160.4;96.2;191.6;80.2;111.2
1446598_at;Protein kinase C| alpha;Prkca;chr11:107854735-107855377 (-) // 98.76 // qE1;103885;103885;1;0.54916424;1.83;0.78;1.04;0.82;1.35;1.51;1.25;407.2;492;598.7;663.7;426.8;534.8;516.2;562.4;229.6;310.4;283.6;428.3;409.2;331.6;458.8;804.2;360.5;793.8;295.8;540.5;272.6;553;528.2;431
1448659_at;caspase 7;Casp7;chr19:55781703-55829086 (+) // 93.47 // qD2;12369;12369;4;0.538278479;1.83;1.48;1.36;1.87;1.38;1.89;1.05;230.1;517.9;378.7;569;254.9;267.7;168.2;183.2;243.3;335;237.2;448.3;115;156.7;173.5;333.4;158.5;366.9;164.4;300.8;174.8;329.4;129.1;241.8
1455665_at;LON peptidase N-terminal domain and ring finger 1 /// similar to CG32369-PB| isoform B;Lonrf1 /// LOC631639;chr8:35185744-35186579 (-) // 98.7 // qA4;---;---;4;0.475522235;1.83;1.02;2.12;1.13;1.94;1.81;0.88;343.1;390.4;467.8;437.4;176.4;156;115;99.6;234.2;454.9;413.8;749.6;143.3;170;307.5;726.8;229.8;364.1;230.2;420.7;195.4;368.9;150;169.9
1422438_at;epoxide hydrolase 1| microsomal;Ephx1;chr1:181066764-181094922 (-) // 91.53 // qH4;13849;13849;6;0.305658229;1.83;0.1;0.2;0.28;1.25;1.31;1.23;114;83.5;142.3;127.8;139.2;171.1;204.6;232.4;35.5;44.5;56.4;74.1;84.4;74.5;800.8;709.5;422.6;935.2;338.9;620.8;283.2;692.6;1143.8;315.7
1427683_at;early growth response 2;Egr2;chr10:67313006-67317316 (+) // 99.69 // qB5.1;13654;13654;6;0.050378059;1.83;1.39;1.76;0.75;0.94;0.47;1.18;46.8;41.5;67.5;90.1;46.4;54.8;34.2;42;352;330.4;433.4;203.8;104.7;155.1;953.3;509;751.7;1283.5;252.9;463.9;246.3;395.2;1032.5;775.1
1416022_at;fatty acid binding protein 5| epidermal;Fabp5;chr3:10069521-10073530 (+) // 86.56 // qA1 /// chr9:5;16592;16592;4;-0.038121824;1.83;10.54;16.63;3.1;0.77;0.65;0.67;566.4;296.1;596.9;528.5;363.6;243.2;140.2;116.6;697.9;537;928.7;608.2;128.9;46.6;151.2;519.7;62.5;208.8;66.2;121.5;55.8;109.2;63.7;197.1
1438673_at;---;---;chr14:11413881-11416688 (+) // 93.72 // qA1;218756;218756;5;0.000673418;1.81;4.16;3.66;1.13;1.46;0.78;1.64;516.4;682;732.6;594.9;460.9;757.4;602;870.6;1593;2324.7;1309.3;1020.7;427.8;764.3;260;716.2;398.4;887.9;383;692.6;357.6;750.8;377.7;426.8
1434564_at;E2F transcription factor 3;E2f3;chr13:29286257-29288566 (-) // 93.91 // qA3.2;13557;13557;4;-0.163134467;1.81;7.47;7;1.79;1.09;0.74;1.07;527.4;481.8;668.2;473.7;456.7;489.3;259.6;283.4;596.9;652.9;693.6;515.1;284.9;244.1;259.8;352.4;122.8;186.5;79.9;144.9;99.1;154;235.6;420.7
1458963_at;RIKEN cDNA 1810054D07 gene;1810054D07Rik;chr4:81514296-81516782 (-) // 99.37 // qC3;69863;69863;4;0.032116722;1.8;3.08;3.15;1.92;2.27;1.63;1.13;56.8;117.7;88.1;119;66;74.6;63.8;62.9;90.4;205.6;97.1;158.7;68.5;115.5;21.6;50.7;42.6;78.5;29.4;52.9;30.8;46.9;35.8;68.5
1423326_at;ectonucleoside triphosphate diphosphohydrolase 1;Entpd1;chr19:39996104-40076715 (+) // 88.01 // qC3;12495;12495;5;-0.089969965;1.8;8.46;3.45;1.03;0.91;1.08;1.55;33;72.3;46.2;74.6;49.4;76.7;44;46.2;222.2;202.2;90.6;98.2;52.5;84;24.5;34.3;24.6;60.2;26.3;47.3;26.3;46.4;22.3;22.9
1428643_at;mannoside acetylglucosaminyltransferase 5;Mgat5;chr1:127321723-127324970 (+) // 95.42 // qE3;107895;107895;1;0.657190991;1.79;0.76;0.65;0.83;2.28;1.82;1.12;155;421.5;282;412.1;170.8;190.9;148.6;190.5;225.5;513;247.4;451.2;227.9;354.3;282.1;657.6;339.2;679.7;295.3;529.3;380.1;591.5;194.7;161.1
1417622_at;solute carrier family 12| member 2;Slc12a2;chr18:58384467-58452599 (+) // 94.87 // qD3;20496;20496;5;0.475263162;1.79;1.87;2.15;1.35;0.77;0.96;1.03;268.6;301.9;429.2;509.5;221.6;229;150.8;171.5;437.8;337;548.7;529.4;216.4;105;139.4;277.7;296.7;483.6;234.1;419.8;254.9;406.7;139.3;187.9
1452192_at;cDNA sequence BC053440;BC053440;chr8:65864778-65871855 (+) // 92.5 // qB3.1;234344;234344;4;0.475063263;1.79;1.78;2.59;1.28;1.13;0.88;1.22;867.5;1011.1;1598.7;1337.7;538.5;655.2;418;486.4;828;937.1;1202.7;1059.2;585.6;342.8;285.3;766.2;479.1;937.8;464.2;829.4;465;913.7;389.5;498.6
1433934_at;SEC24 related gene family| member A (S. cerevisiae);Sec24a;chr11:51332002-51333915 (-) // 89.37 // qB1.3;77371;77371;4;0.334969636;1.79;1.55;2.25;0.81;1.23;1.53;1.21;475;628;839.5;783.5;417.1;502.9;351.4;450;289.7;355.6;339.7;520.4;370.2;382.2;161.2;301.2;198.6;406.5;187.1;334.1;151;333.1;127.7;103.4
1446303_at;insulin-like growth factor I receptor;Igf1r;chr7:55228097-55228771 (+) // 76.33 // qB5;---;---;6;0.605096704;1.78;0.61;0.73;0.73;1.14;1.12;0.89;93.9;88.4;109.9;112.6;90.4;80.5;137.3;128.6;71.2;81.2;76.2;85.7;100;93.2;114.7;164.4;136.5;363.8;116.9;207.6;104.8;235.6;72.7;52.9
1419759_at;ATP-binding cassette| sub-family B (MDR/TAP)| member 1A;Abcb1a;chr5:8661500-8749979 (+) // 92.57 // qA1;18671;18671;3;0.020491192;1.78;1.84;0.71;2.05;1.25;1.07;1.59;101.2;40.1;48.9;30.1;103.4;164.3;91;166.4;145.8;182.3;64.4;69;523.8;450.2;31.7;108.6;170.5;577;79.3;140.8;91.2;207;67.7;139
1441761_at;Src-like adaptor;Sla;chr15:67078398-67078863 (-) // 85.68 // qD2;---;---;3;-0.120801008;1.78;2.91;1.01;1.16;0.45;0.7;1.16;336.8;175.7;190;80.6;326;378.7;550.4;624.8;336.2;150.7;176.5;124;457.1;313.1;384.3;307.8;461.9;819.8;115.6;205.4;174.8;292.1;251.9;293.1
1442504_at;DNA segment| Chr 18| ERATO Doi 653| expressed;D18Ertd653e;chr18:68739927-68740730 (+) // 78.29 // qE2;52662;52662;1;0.773380296;1.77;0.15;0.17;0.53;2.2;4.72;1.07;61.5;237.2;84.5;383.2;64.4;68.7;110.2;110.6;40.3;88.6;37.2;175.8;85.6;239.8;143.8;240.4;120;252.3;272.9;483.6;220.8;354.9;127.6;67.2
1433542_at;inositol polyphosphate-5-phosphatase F;Inpp5f;chr7:116167153-116174591 (+) // 96.8 // qF3;101490;101490;6;0.717522439;1.77;0.2;0.4;0.54;1.21;1.22;1.04;475.1;504.6;727;845.4;499.7;518.8;621.4;718;279.9;337.9;434.4;528.9;361.5;301;794.3;1804.8;1089;2754.6;1373.2;2435.1;1085.8;2509.4;915.5;490.3
1449550_at;myosin IC;Myo1c;chr11:75264064-75287197 (+) // 91.84 // qB5;17913;17913;1;0.647311976;1.77;1.14;1.18;1.03;0.88;1.14;1.18;89.6;112.9;109.2;159.5;69.4;82;57.4;79.4;71.2;63;67.4;76.9;89.1;92.2;53;92.9;59;108.9;62.6;111;57;96.8;40.5;41.6
1436915_x_at;lysosomal-associated protein transmembrane 4B;Laptm4b;chr15:34336686-34336999 (+) // 85.96 // qB3.1;114128;114128;6;0.499734867;1.77;0.38;0.57;0.61;0.65;2.59;1.4;33.2;27.3;63.1;48.3;27.8;38.9;47.1;51;58.9;38.4;56.8;147.1;29;29.7;126.8;518.6;142.2;455.7;153.7;271.6;99.9;217.3;23.3;14.2
1459668_at;TRAF family member-associated Nf-kappa B activator;Tank;chr2:61564396-61564827 (+) // 58.65 // qC1.3;---;---;6;0.474309736;1.77;0.52;0.52;0.37;1.35;2.04;0.96;182.6;368.9;405.1;469.7;235.5;226;224.4;296.8;188;253;177.9;363.4;372;473.3;565;1147;729.6;1488.3;361.9;642.1;344.4;717.1;572.2;212.1
1426246_at;protein S (alpha);Pros1;chr16:63111793-63188260 (+) // 96.56 // qC1.3;19128;19128;4;-0.001225924;1.77;7.97;9.33;0.96;1.12;0.99;1.85;154.8;347.5;463.9;488.2;198;367.2;151.5;185.5;518.1;582.5;557;549.8;122.3;206.5;37.8;81.5;62.9;205.8;65;115.3;59.7;102.9;79.7;76.2
1447873_x_at;BH3 interacting domain death agonist;Bid;chr6:121292490-121292712 (-) // 94.59 // qF1;12122;12122;6;0.544631888;1.76;1.42;0.91;1.06;0.81;0.62;0.97;21.8;20;25.7;20;20.7;20;20;20;30.7;24.9;34.4;21.3;24.5;20;20.4;44.6;34.2;65.4;21.6;38.1;37.8;57.4;20.3;21.6
1450355_a_at;capping protein (actin filament)| gelsolin-like;Capg;chr6:72772813-72791249 (+) // 91.33 // qC1;12332;12332;1;0.466545408;1.76;2.09;1.21;1.26;1.66;3.48;1.09;115.8;307.8;195.6;240.2;119.9;130.5;79.8;64.9;91.3;151.4;74.3;258.1;40.4;55;37.9;150.6;100.6;535.6;43.6;76.9;61.2;211.3;59.1;74.5
1459866_x_at;non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human);Nipa2;chr7:43490554-43490770 (+) // 86.64 // qB3;93790;93790;1;0.731111626;1.75;1.12;1.19;1.1;1.04;1.33;1.03;326.9;382.3;401;489.1;368.5;380;384.2;385.8;395.3;409.7;382.1;508.7;335.3;336.9;283.4;318.2;311.2;567.8;353.4;619.8;321.2;503.6;290.3;318.7
1452982_at;insulin-like growth factor I receptor;Igf1r;chr7:55261228-55265829 (+) // 93.96 // qB5;77773;77773;6;0.490918289;1.75;0.69;0.7;0.66;0.98;1.14;1.03;190.2;147.4;200;227.8;164.3;169.6;225.6;226.2;151;147.3;137.2;156.1;194.2;162.1;250.4;565.2;284;888.3;218.7;383.3;195.9;401.2;178.1;116.8
1453572_a_at;proteolipid protein 2;Plp2;chrX:5956936-5960351 (-) // 84.73 // qA1.1;18824;18824;4;-0.041302721;1.75;4.23;4.31;1.93;0.69;1.06;0.93;4740.7;3516.4;5150.3;4196.3;4895.4;4571.8;4436;3885.8;4557.1;3156.8;3765.5;3991.5;3306.8;1970.1;900.3;2452.3;937.2;1943.2;1076.3;1883.5;874.3;2034.8;722.7;1394.4
1424965_at;leupaxin;Lpxn;chr19:12053104-12082985 (+) // 92.2 // qA;107321;107321;5;-0.062637911;1.75;4.45;3.16;2.18;0.81;1.12;1.09;444.4;1015.8;526;1176.4;584.1;635;592.6;613;1885.4;1531.8;1241.9;1392.3;1479.4;1680.6;331.4;489.8;586.2;1071.3;423.9;740.3;393.2;688.8;502.6;1097.7
1424208_at;prostaglandin E receptor 4 (subtype EP4);Ptger4;chr15:5054477-5065264 (-) // 97.71 // qA1;---;---;6;0.717256237;1.74;1.01;1.53;0.73;0.93;0.75;1.07;1695.4;2264.3;2389.1;2762.8;1738.1;1865.5;1318.8;1312.8;1667.1;1552.3;2084;1557.7;982.5;887.2;1329.7;2718.2;1631.3;3742.8;1651.5;2876.1;1358.4;2472.4;1439.4;1057.2
1421892_at;---;---;chr8:110283427-110298880 (+) // 94.49 // qE1;---;---;4;0.405292899;1.74;1.68;1.93;0.47;0.88;1.19;1.25;97.4;137.2;162.1;147.6;81.8;102.2;46.2;62.2;93.5;82;107.7;127.8;40.1;24.3;68.5;107.7;63.6;108.9;55.6;96.8;55.9;98.9;76.9;36.4
1451634_at;RIKEN cDNA 2810051F02 gene;2810051F02Rik;chr17:12150401-12225961 (+) // 23.63 // qA1;72704;72704;6;0.387761416;1.74;0.31;0.44;0.36;1.49;2.35;0.81;66;115.2;115.1;161;84.4;68.2;146.7;136.6;43.6;64.8;53.7;126.5;169.9;245.9;303.4;463;135.7;221.2;142.3;248.1;122.7;192.9;147.3;52.6
1418932_at;nuclear factor| interleukin 3| regulated;Nfil3;chr13:52003796-52017605 (-) // 97.54 // qB1;18030;18030;5;-0.137209555;1.74;11.87;9.07;1.17;0.4;0.23;1.02;65;66.8;67.3;59.5;47;47.8;40.8;35.3;458;182.4;295.5;66.6;91;36.9;23.5;34.2;28.1;68.1;38.6;67.3;32.6;57.2;25.4;29.7
1424780_a_at;DNA segment| Chr 10| University of California at Los Angeles 1;D10Ucla1;chr10:66768164-66853901 (-) // 75.11 // qB5.1;28193;28193;1;0.848744997;1.73;0.66;0.78;0.92;1.46;1.62;0.91;881.4;1207;1735.6;1319.1;958.8;873.8;753.4;1072.6;791.3;1157.5;921.8;1492.2;1089.2;1333.8;620.9;1662.3;955.7;2307.3;1206.8;2084.2;1185.1;2440;739.1;677.7
1440217_at;similar to hypothetical protein FLJ39743;LOC434197;chr7:55394371-55395511 (+) // 46.36 // qB5;434197;434197;1;0.390958323;1.73;1.13;0.87;0.37;1.23;1.1;0.99;1210.3;1282.1;1122.1;1190.1;1328.1;1314.6;1479;1729.9;885.5;1086.1;870.2;958.6;1453.1;1528.1;881.7;1238.4;926.1;1492;785.1;1360.7;1002.6;1910.4;1633.2;600.7
1435226_at;IBR domain containing 3;Ibrdc3;chr4:127428457-127454842 (+) // 92.57 // qD2.2;75234;75234;5;-0.05001687;1.72;4.82;4.32;1.49;1.2;0.6;1.25;202.4;309.4;343.2;300.1;198.2;247.6;150.2;159.8;827.5;994;649.5;388.3;190.2;360.6;74.7;106.2;115;179.9;171.5;295.4;150.2;252.9;66.2;98.9
1437017_at;expressed sequence AI480653;AI480653;chr16:30819376-30821335 (-) // 73.94 // qB2;268880;268880;4;0.52702589;1.71;1.29;1.78;0.98;1.11;1.08;1.06;174.6;304;282.5;335.4;176.3;186.4;132.9;138.4;136.6;151.2;178.3;192.3;95.6;90.9;109.5;182.7;106.6;196.7;106.3;181.6;100.2;178.4;47.5;46.6
1420888_at;Bcl2-like 1;Bcl2l1;chr2:152844016-152893999 (-) // 95.01 // qH1;12048;12048;5;0.49128668;1.71;1.49;2;0.74;1.12;0.76;1.2;375.4;424.7;475.3;299;382.1;460;260.7;336.2;417;465.6;554.7;424;313.9;301.2;284;457.5;212.8;424.8;280.6;480.6;277.2;509.1;202.7;150.8
1424034_at;RAR-related orphan receptor alpha;Rora;chr9:69529475-69629217 (+) // 90.64 // qD;19883;19883;6;0.145505724;1.71;1.91;0.9;1.18;0.99;1.12;0.9;186.3;204.4;319.8;282.5;235.9;213.5;318.4;287.2;600.2;591.7;215.6;241.9;205.5;152.5;269;864.9;230;588.4;314;535.4;239.8;362.6;96.5;113.7
1417094_at;acyl-CoA thioesterase 7;Acot7;chr4:150064075-150157794 (+) // 96.09 // qE2;70025;70025;4;-0.086953559;1.71;5.42;5.42;3.25;1.28;1.26;1.01;381.2;438.9;436.3;389.6;382.3;386.7;206.1;240;696.7;889.9;589.2;742.8;349.9;231.6;179.2;473.3;127;248;128.5;219.9;108.7;211.6;147.2;479
1449222_at;Epstein-Barr virus induced gene 3;Ebi3;chr17:54232060-54236493 (+) // 89.77 // qC;50498;50498;5;-0.115218954;1.71;9.28;7.89;1.02;0.65;0.77;1.68;110.4;136.2;202.4;87.9;154.1;259.2;167.1;221.6;489.5;318.7;371.2;287.1;126.9;70.5;40.9;192.6;52.1;206.4;52.8;90.4;47.1;87.1;41.4;42.2
1417632_at;ATPase| H+ transporting| lysosomal V0 subunit A1;Atp6v0a1;chr11:100680593-100734842 (+) // 97.73 // qD;11975;11975;1;0.740337131;1.7;1.16;1.08;0.62;0.86;1.2;1.13;77.1;104.4;95.5;109.2;89.1;100.6;94.2;98.2;104.6;89.8;92;110;78.3;82.3;78.6;104.2;82;124.9;90;153.1;84.9;136.5;79;48.7
1455297_at;spindlin family| member 2;Spin2;chrX:143719772-143721705 (+) // 99.85 // qF3;278240;278240;1;0.321969053;1.7;1.19;1.43;0.44;2.28;4.77;1.44;212.6;729.3;198.1;872.4;187.5;270.8;187.4;197.2;148.2;337.4;183.4;874.6;199.6;645.3;160.7;195.6;217.5;472.3;124.8;212.2;128;229.7;117.9;52.3
1434073_at;G protein-coupled receptor associated sorting protein 2;Gprasp2;chrX:125851198-125851889 (+) // 89.95 // qE3;245607;245607;6;0.523346264;1.69;0.47;0.93;1.37;1.12;0.84;0.95;21.8;20;21.2;25.6;21;20;20;22.6;25.6;28.6;26.2;21.9;22.4;23;65.5;63.7;38.8;91.6;54.2;91.5;28;46.2;16.1;22.1
1450290_at;programmed cell death 1 ligand 2;Pdcd1lg2;chr19:28719808-28768768 (+) // 86.65 // qC1;58205;58205;5;0.213819103;1.69;3.1;3.08;1.15;0.9;0.94;1.34;114.3;200.3;208;162.2;116.1;155.8;98.2;116.6;311.8;280.3;333.4;314.9;167.7;132.7;104.8;179.4;128.6;275;100.7;169.8;108.3;208.9;124.4;142.6
1416503_at;latexin;Lxn;chr3:67769558-67776643 (-) // 92.66 // qE1;17035;17035;5;0.153123883;1.69;3.62;0.96;1.79;1.25;1.92;1.19;94.1;183.9;142.9;210.8;108.7;128.9;104.2;105.6;254;317;160.6;308.4;125.4;170.7;127.8;195.3;127;268.1;70.2;118.4;166.6;283.6;229;409.3
1433110_at;RIKEN cDNA 5830474E16 gene;5830474E16Rik;chr1:22166342-22167698 (-) // 77.43 // qA5;76094;76094;5;0.053628305;1.69;8.13;3.86;0.84;0.5;0.54;0.81;284.6;94.8;250.9;112.9;166.9;135.2;127.4;141;296.2;149;198;106.7;167.4;48.8;137.7;336.1;112.4;406.6;36.4;61.6;51.3;131.9;79.8;67.3
1419060_at;granzyme B;Gzmb;chr14:48236513-48239938 (-) // 93.27 // qC1;14939;14939;5;-0.354756055;1.69;170.49;149.98;26.88;0.91;0.21;1.37;2764;175.6;2674.3;1569;2576.6;3531.9;579.6;1226;10297.4;9352.1;8238.5;1764.5;5773.4;2451.6;49.8;536.7;49.9;391;60.4;102.2;54.9;103.6;73.5;1975.9
1422231_a_at;tumor necrosis factor receptor superfamily| member 25;Tnfrsf25;chr4:150001875-150006061 (+) // 97.48 // qE2;85030;85030;6;0.704420822;1.68;0.25;0.44;0.21;0.98;1.53;1.07;181.8;331.1;274.1;299.9;228.5;243.9;295.2;285;78.1;76.3;125;191.1;77.1;40.2;273.5;572.7;320.7;542.3;309;519.4;282;490.4;211.3;43.8
1418131_at;SAM domain and HD domain| 1;Samhd1;chr2:157162381-157198500 (-) // 91.34 // qH1;56045;56045;3;0.064119335;1.68;1.91;1.57;1.87;0.69;1.17;1.38;3231.8;3770.6;3758.7;3937.3;4152.9;5724.1;4867.6;5488.7;3904.6;2711.1;2861.8;3355.3;4738;6744.6;615.2;2453;1870.6;3649.1;2048.5;3440.5;1825.8;3566.9;1508.9;2823.9
1424030_at;grainyhead-like 1 (Drosophila);Grhl1;chr12_random:3150917-3287654 (-) // 76.28 //;195733;195733;6;0.505085701;1.67;0.59;1;4.64;1.39;1.58;1.07;71.1;97.3;164.9;154;68.4;73;48.2;49.8;75.7;104.8;79.8;125.9;49.1;54.3;63.1;122.6;133.7;233.9;127.5;213;79.6;159.7;62.1;288.2
1452815_at;purinergic receptor P2Y| G-protein coupled 10;P2ry10;chrX:98493589-98509329 (+) // 98.25 // qD;78826;78826;1;0.420987689;1.67;1.33;1.85;0.73;0.67;0.94;1.39;833.8;751.7;1250.9;718;966.5;1341.5;830.4;1241;956.6;644.5;923.5;867.2;1036.4;1434.7;412.7;990.1;526.5;1412.9;719.4;1204.1;499;1243.3;222.4;162.2
1434372_at;expressed sequence AW112010;AW112010;chr19:10148209-10151164 (-) // 94.17 // qA;---;---;3;-0.167185207;1.67;4.58;2.54;2.8;1.56;1.52;1.25;446.3;510.7;798.9;1097.6;874.7;1093.4;783.5;825.5;3229.3;5048.2;1903.5;2897;3634.2;4994.3;165.5;1145.4;1128.8;2099.8;704.9;1173.7;748;1262;795.9;2232
1418758_a_at;pleckstrin homology| Sec7 and coiled-coil domains 3;Pscd3;chr5:141099532-141187287 (+) // 98.19 // qG2;19159;19159;6;0.675265382;1.66;0.27;0.34;0.26;2.14;1.87;1.03;364.4;295.5;547.4;613.8;380.2;391.9;591.9;640;287.9;616.6;270.2;504.4;569.6;934;444.2;1387.8;745.9;1302.3;1061;1765.4;783.9;1733.6;758.1;194.5
1427515_at;RIKEN cDNA A530088I07 gene;A530088I07Rik;chr5:19565790-19631662 (+) // 78.08 // qA3;212167;212167;1;0.343408143;1.66;0.66;1.32;0.77;1.19;1.23;0.79;166.6;180.7;187.3;244.4;227.9;180.5;237.2;216.8;98;116.2;107.8;132.6;247;185.1;166.2;374.6;132.5;201.1;148.7;247.2;81.5;166.9;111.9;85.7
1425293_a_at;zinc finger| CCHC domain containing 18;Zcchc18;chrX:127000363-127003263 (+) // 96.88 // qF1;66995;66995;5;0.173131672;1.66;2.09;3.3;1.14;0.54;0.43;1.1;76.4;73.9;112.8;115.5;74.2;81.8;73.3;71.3;190.9;103.4;259.3;112.3;254.7;165.7;67.3;144.3;90.8;191.1;91.4;151.9;78.6;141;36.3;41.5
1421871_at;SH3-binding domain glutamic acid-rich protein like;Sh3bgrl;chrX:100499720-100566292 (+) // 94.67 // qD;56726;56726;4;-0.232334285;1.66;17.34;19.2;3.73;0.9;0.99;1.12;646.4;504.4;1039.4;848;661.2;738.6;640.6;527.9;1057.9;953.3;848.2;840;462.4;496.3;184.5;359.3;193.8;435.4;61;101.2;44.2;114.7;135.2;504.2
1428644_at;mannoside acetylglucosaminyltransferase 5;Mgat5;chr1:127321723-127324970 (+) // 95.42 // qE3;107895;107895;6;0.78207675;1.65;0.64;0.76;0.83;2.17;1.49;1.1;117.5;241.3;176;248.9;111.4;122.2;96;110.4;110.8;240.7;139.7;207.9;104.5;152;133.8;260.6;134.4;238.5;173.2;285.7;184.6;293.7;203.6;169.3
1424067_at;intercellular adhesion molecule;Icam1;chr9:20942091-20961612 (+) // 97.95 // qA3;15894;15894;1;0.336701527;1.65;1.15;1.71;1.29;1.5;0.96;1.8;444.7;808.2;773.2;800;426.3;766.6;402.9;621.8;574;858.6;568.8;546.3;1178.9;1164.4;329.3;573.7;421.2;903.7;499;824.9;333;778.2;233.4;302.1
