Probe Set ID	Gene Title	Gene Symbol	Probe Position	NCBI	NCBI	Cluster	Correlation to FoxP3	TregSig	IL2ActnoFox	IL2Act	Act	TGFnoFox	TGF	FOXP3rv	ActCD4	ActCD4TGF	ActTreg	ActTregTGF	CTRLrv	FOXP3rv	Ctrlrv	Foxp3rv	sfActCD4	sfActCD4TGF	wtActCD4	wtActCD4TGF	ActCD8	ActCD8TGF	TconvThy	TregThy	TconvLN	TregLN	TconvSpN	TregSpN	TconvSpB	TregSpB	CD4AND	ActCD4AND		TregSig	Fold change of (TregLN, TregSpN, TregSpB)/(TconvLN, TconvSpN, TconvSpB)
1427038_at	preproenkephalin 1	Penk1	chr4:4060681-4065877 (-) // 97.98 // qA1	18619	18619	5	-0.03	2.4	16.9	16.3	0.5	0.3	0.2	1.1	26	28	36	38	26	28	35	29	558	182	546	83	30	31	33	266	58	255	33	81	34	81	52	28			
1457780_at	syntaxin 11	Stx11	chr10:12648985-12649692 (-) // 32.44 // qA1	---	---	5	0.11	2.4	4.4	5.7	2.7	0.7	0.5	1.3	102	146	178	204	102	130	110	115	395	261	473	257	169	157	94	337	162	413	91	220	83	161	127	342			
1427918_a_at	ras homolog gene family, member Q	Rhoq	chr17:85561313-85598076 (+) // 92.78 // qE4	104215	104215	5	-0.19	2.4	10.8	6.9	1.2	0.6	0.6	0.9	787	639	700	622	645	571	506	509	1433	889	1193	692	999	535	179	229	203	384	133	321	172	419	285	339			
1416418_at	gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1	Gabarapl1	chr6:130194574-130203740 (+) // 97.08 // qF3	57436	57436	5	-0.26	2.4	9.7	13.2	3.1	2.0	1.2	1.2	258	194	175	180	210	250	203	239	238	473	265	312	315	354	56	119	23	86	25	58	20	51	24	72			
1426471_at	zinc finger protein 52	Zfp52	chr17:20197565-20227130 (+) // 38.37 // qA3.2	22710	22710	5	0.19	2.4	2.9	2.3	0.9	1.3	1.8	1.4	302	298	537	353	364	514	307	320	477	606	391	707	449	461	180	416	237	493	164	388	171	352	301	272			
1438045_at	early endosome antigen 1	Eea1	chr10:95815099-95818303 (+) // 98.82 // qC2	216238	216238	5	-0.09	2.4	5.7	6.3	3.9	1.1	0.8	0.9	125	83	197	122	122	109	103	93	178	192	174	144	94	66	28	74	88	205	31	74	28	49	53	207			
1434225_at	SWA-70 protein	Swap70	chr7:97553207-97554153 (+) // 89.79 // qE3	20947	20947	5	0.33	2.3	3.4	2.4	0.7	0.7	0.8	1.3	254	201	325	279	257	328	263	280	614	428	376	300	230	303	204	516	170	373	179	412	154	419	198	136			
1435355_at	nebulin	Neb	chr2:52096630-52097431 (-) // 98.76 // qC1.1	17996	17996	5	0.08	2.3	3.8	6.8	1.5	1.1	0.7	1.4	136	146	140	55	136	186	85	127	232	246	136	95	39	63	31	129	20	106	62	140	20	56	14	21			
1426775_s_at	secretory carrier membrane protein 1	Scamp1	chr13:90928234-90930611 (-) // 95.3 // qC3	107767	107767	5	0.57	2.3	2.1	2.5	0.6	1.0	1.2	1.4	46	67	64	80	35	49	30	42	96	95	102	126	56	43	37	77	34	106	46	103	41	103	54	33			
1435800_a_at	cold shock domain protein A	Csda	chr6:131672970-131673408 (-) // 97.24 // qF3	56449	56449	5	0.14	2.2	3.3	6.4	3.1	0.9	0.7	0.9	2544	1829	2673	2186	1967	1755	1420	1465	4243	3922	4211	2943	3292	1603	1001	3111	568	2175	1291	2849	656	1955	729	2282			
1453586_at	ectonucleoside triphosphate diphosphohydrolase 1	Entpd1	chr19:40076873-40079198 (+) // 75.62 // qC3	12495	12495	5	0.02	2.2	11.9	3.5	1.1	0.9	1.6	1.5	27	106	51	119	42	61	29	41	256	235	88	138	46	99	23	48	21	110	22	47	25	40	18	19			
1421457_a_at	SAM domain, SH3 domain and nuclear localization signals, 1	Samsn1	chr16:76216403-76266578 (-) // 99.85 // qC3.1	67742	67742	5	-0.03	2.2	8.2	9.0	0.9	0.5	0.5	1.2	161	200	289	201	186	229	141	157	565	295	517	274	130	133	104	325	98	214	69	148	58	181	211	197			
1453851_a_at	growth arrest and DNA-damage-inducible 45 gamma	Gadd45g	chr13:50873435-50875226 (+) // 98.06 // qA5	23882	23882	5	-0.10	2.1	10.5	12.9	0.9	0.8	0.3	1.5	147	136	250	124	108	161	40	53	410	339	353	115	103	69	28	91	45	70	39	81	27	85	44	39			
1459091_at	---	---	chr9:96631448-96632582 (-) // 95.06 // qE3.3	---	---	5	-0.05	2.1	10.1	4.7	0.8	0.3	0.2	0.8	96	71	47	43	97	76	58	67	418	141	259	48	47	51	45	87	71	310	41	86	55	105	27	21			
1437277_x_at	transglutaminase 2, C polypeptide	Tgm2	chr2:158179751-158180011 (-) // 78.31 // qH1	21817	21817	5	-0.24	2.0	20.0	57.7	1.1	1.3	0.1	2.7	717	117	264	57	213	575	65	116	954	1257	2610	299	65	69	51	54	56	89	48	97	45	70	41	45			
1426794_at	protein tyrosine phosphatase, receptor type, S	Ptprs	chr17:54690672-54754626 (-) // 96.4 // qC	19280	19280	5	0.43	2.0	1.6	2.2	1.0	1.0	1.1	1.0	242	230	259	245	215	207	197	206	235	240	272	284	326	174	223	543	112	313	151	300	122	245	105	100			
1456022_at	homeodomain interacting protein kinase 2	Hipk2	chr6:38619686-38621438 (-) // 88.47 // qB1	320053	320053	5	0.65	2.0	1.9	1.6	0.5	0.7	1.2	1.2	229	565	387	546	210	259	198	252	537	395	435	538	210	265	121	243	196	316	282	560	271	536	205	105			
1424760_a_at	SET and MYND domain containing 2	Smyd2	chr1:189745555-189787643 (-) // 98.98 // qH6	226830	226830	5	0.08	2.0	3.3	5.4	0.9	1.7	1.0	1.0	330	373	328	277	197	189	127	143	389	654	491	506	167	146	116	310	86	151	117	231	90	165	74	65			
1452123_s_at	FERM domain containing 4B	Frmd4b	chr6:97664097-97994461 (-) // 98.75 // qD3	232288	232288	5	-0.14	2.0	6.2	4.6	4.5	1.2	1.3	1.2	67	86	78	87	73	89	45	68	407	489	187	235	84	177	52	123	61	135	66	131	41	82	56	256			
1436997_x_at	SH3-binding domain glutamic acid-rich protein like	Sh3bgrl	chrX:100566533-100566826 (+) // 89.85 // qD	56726	56726	5	0.19	2.0	2.9	2.3	2.0	0.9	1.3	1.0	1164	1026	1854	1545	1464	1421	1508	1323	1888	1745	1482	1946	1558	1457	628	1389	893	2033	659	1293	635	1187	364	740			
1437467_at	activated leukocyte cell adhesion molecule	Alcam	chr16:52176226-52178216 (-) // 93.83 // qB5	11658	11658	5	-0.12	2.0	8.7	9.3	11.7	0.6	0.6	1.2	24	24	96	78	22	27	20	24	212	136	199	110	244	54	21	62	82	362	24	47	21	42	63	734			
1451012_a_at	cold shock domain protein A	Csda	chr6:131672967-131696560 (-) // 85.87 // qF3	56449	56449	5	-0.11	1.9	5.7	12.1	3.4	0.9	0.6	1.0	395	281	358	275	266	259	174	184	730	629	786	433	353	161	124	478	66	219	128	248	65	199	189	632			
1428113_at	transmembrane and tetratricopeptide repeat containing 4	Tmtc4	chr14:115251104-115282720 (-) // 89.31 // qE5	70551	70551	5	0.36	1.9	1.4	2.2	0.7	0.9	0.5	1.0	563	325	569	460	568	558	356	423	497	446	705	343	444	220	228	341	359	692	362	695	324	555	362	258			
1419043_a_at	interferon inducible GTPase 1	Iigp1	chr18:60904905-60908318 (+) // 68.14 // qD3	60440	60440	5	-0.21	1.9	11.3	12.4	1.8	1.7	1.4	1.8	160	141	251	648	556	1010	144	241	1641	2742	959	1320	871	2227	114	107	348	951	145	278	78	129	163	293			
1456060_at	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog	Maf	chr8:115077508-115080447 (-) // 90.79 // qE1	17132	17132	5	0.00	1.9	6.9	7.4	17.8	0.8	0.8	1.4	85	387	201	504	60	81	62	81	2588	2033	1104	916	34	88	209	1282	1416	2875	376	712	150	353	101	1790			
1449929_at	dynein light chain Tctex-type 3	Dynlt3	chrX:7987053-7995746 (-) // 96.55 // qA1.1	67117	67117	5	0.11	1.9	2.9	2.7	1.6	0.9	0.8	1.4	518	355	529	509	411	571	372	443	759	701	693	580	410	345	425	582	398	626	263	490	254	467	238	379			
1458947_at	RIKEN cDNA 2010111I01 gene	2010111I01Rik	chr13:61579196-61579847 (+) // 96.31 // qB3	---	---	5	0.41	1.8	2.4	2.0	1.3	0.8	0.7	1.3	329	387	475	440	318	412	281	312	1016	772	832	575	486	512	294	397	579	1216	432	794	428	918	333	436			
1438673_at	---	---	chr14:11413881-11416688 (+) // 93.72 // qA1	218756	218756	5	0.00	1.8	4.2	3.7	1.1	1.5	0.8	1.6	516	682	733	595	461	757	602	871	1593	2325	1309	1021	428	764	260	716	398	888	383	693	358	751	378	427			
1423326_at	ectonucleoside triphosphate diphosphohydrolase 1	Entpd1	chr19:39996104-40076715 (+) // 88.01 // qC3	12495	12495	5	-0.09	1.8	8.5	3.5	1.0	0.9	1.1	1.6	33	72	46	75	49	77	44	46	222	202	91	98	53	84	25	34	25	60	26	47	26	46	22	23			
1417622_at	solute carrier family 12, member 2	Slc12a2	chr18:58384467-58452599 (+) // 94.87 // qD3	20496	20496	5	0.48	1.8	1.9	2.2	1.4	0.8	1.0	1.0	269	302	429	510	222	229	151	172	438	337	549	529	216	105	139	278	297	484	234	420	255	407	139	188			
1424965_at	leupaxin	Lpxn	chr19:12053104-12082985 (+) // 92.2 // qA	107321	107321	5	-0.06	1.8	4.5	3.2	2.2	0.8	1.1	1.1	444	1016	526	1176	584	635	593	613	1885	1532	1242	1392	1479	1681	331	490	586	1071	424	740	393	689	503	1098			
1418932_at	nuclear factor, interleukin 3, regulated	Nfil3	chr13:52003796-52017605 (-) // 97.54 // qB1	18030	18030	5	-0.14	1.7	11.9	9.1	1.2	0.4	0.2	1.0	65	67	67	60	47	48	41	35	458	182	296	67	91	37	24	34	28	68	39	67	33	57	25	30			
1435226_at	IBR domain containing 3	Ibrdc3	chr4:127428457-127454842 (+) // 92.57 // qD2.2	75234	75234	5	-0.05	1.7	4.8	4.3	1.5	1.2	0.6	1.3	202	309	343	300	198	248	150	160	828	994	650	388	190	361	75	106	115	180	172	295	150	253	66	99			
1420888_at	Bcl2-like 1	Bcl2l1	chr2:152844016-152893999 (-) // 95.01 // qH1	12048	12048	5	0.49	1.7	1.5	2.0	0.7	1.1	0.8	1.2	375	425	475	299	382	460	261	336	417	466	555	424	314	301	284	458	213	425	281	481	277	509	203	151			
1449222_at	Epstein-Barr virus induced gene 3	Ebi3	chr17:54232060-54236493 (+) // 89.77 // qC	50498	50498	5	-0.12	1.7	9.3	7.9	1.0	0.7	0.8	1.7	110	136	202	88	154	259	167	222	490	319	371	287	127	71	41	193	52	206	53	90	47	87	41	42			
1416503_at	latexin	Lxn	chr3:67769558-67776643 (-) // 92.66 // qE1	17035	17035	5	0.15	1.7	3.6	1.0	1.8	1.3	1.9	1.2	94	184	143	211	109	129	104	106	254	317	161	308	125	171	128	195	127	268	70	118	167	284	229	409			
1419060_at	granzyme B	Gzmb	chr14:48236513-48239938 (-) // 93.27 // qC1	14939	14939	5	-0.35	1.7	170.5	150.0	26.9	0.9	0.2	1.4	2764	176	2674	1569	2577	3532	580	1226	10297	9352	8239	1765	5773	2452	50	537	50	391	60	102	55	104	74	1976			
1433110_at	RIKEN cDNA 5830474E16 gene	5830474E16Rik	chr1:22166342-22167698 (-) // 77.43 // qA5	76094	76094	5	0.05	1.7	8.1	3.9	0.8	0.5	0.5	0.8	285	95	251	113	167	135	127	141	296	149	198	107	167	49	138	336	112	407	36	62	51	132	80	67			
1450290_at	programmed cell death 1 ligand 2	Pdcd1lg2	chr19:28719808-28768768 (+) // 86.65 // qC1	58205	58205	5	0.21	1.7	3.1	3.1	1.2	0.9	0.9	1.3	114	200	208	162	116	156	98	117	312	280	333	315	168	133	105	179	129	275	101	170	108	209	124	143			
1425293_a_at	zinc finger, CCHC domain containing 18	Zcchc18	chrX:127000363-127003263 (+) // 96.88 // qF1	66995	66995	5	0.17	1.7	2.1	3.3	1.1	0.5	0.4	1.1	76	74	113	116	74	82	73	71	191	103	259	112	255	166	67	144	91	191	91	152	79	141	36	42			
1437363_at	homer homolog 1 (Drosophila)	Homer1	chr13:90126866-90127918 (+) // 96.55 // qC3	26556	26556	5	0.44	1.6	1.5	1.6	1.2	1.1	1.1	1.2	129	136	144	166	115	137	115	117	122	133	145	157	107	118	149	187	100	165	82	132	92	142	107	129			
1435078_at	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	Tanc2	chr11:105597926-105600429 (+) // 94.83 // qE1	237960	237960	5	0.11	1.6	2.8	3.7	1.2	0.5	0.5	0.7	51	57	98	98	42	31	33	33	236	127	217	102	192	107	93	92	65	133	85	136	59	95	13	15			
1420731_a_at	cysteine and glycine-rich protein 2	Csrp2	chr10:110625232-110644537 (+) // 90.17 // qD1	13008	13008	5	0.14	1.6	2.3	2.6	2.1	0.8	0.9	1.4	79	43	72	53	55	75	37	55	64	53	64	54	45	40	23	38	25	58	28	45	25	50	13	28			
1423333_at	RIKEN cDNA 1200007D18 gene	1200007D18Rik	chr17:25148897-25244301 (+) // 96.13 // qA3.3	67458	67458	5	-0.07	1.6	3.7	4.2	0.8	1.4	0.9	1.1	147	106	183	91	123	137	90	89	193	269	214	195	93	83	69	114	41	78	53	83	51	78	35	27			
1416410_at	platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit	Pafah1b3	chr7:14036877-14039784 (-) // 88.72 // qA2	18476	18476	5	-0.06	1.6	2.8	3.1	1.7	0.8	0.7	0.8	123	77	104	69	96	79	70	76	153	128	156	112	132	123	90	151	73	118	55	85	51	85	54	93			
1418123_at	unc-119 homolog (C. elegans)	Unc119	chr11:77956037-77961952 (+) // 88.57 // qB5	22248	22248	5	0.45	1.6	1.6	1.3	0.7	1.0	1.1	1.2	98	112	95	78	95	109	92	113	117	111	101	115	125	87	64	118	66	132	75	116	77	123	113	83			
1419202_at	cystatin F (leukocystatin)	Cst7	chr2:150633730-150642260 (+) // 95.45 // qG3 /// chr2	13011	13011	5	-0.13	1.6	9.4	3.6	2.0	0.3	0.3	0.9	182	130	106	70	159	148	141	130	1067	359	528	164	598	231	50	124	217	578	113	176	148	263	134	266			
1434380_at	guanylate binding protein 7	Gbp7	chr3:143107374-143109238 (+) // 97.88 // qH1	---	---	5	-0.15	1.6	3.3	4.0	1.1	1.1	0.9	1.5	2125	1725	3521	2855	3047	4448	2130	2722	3693	4028	3147	2924	3070	4304	1261	1551	1386	2623	1135	1758	778	1497	944	1003			
1421173_at	interferon regulatory factor 4	Irf4	chr13:30128939-30146663 (+) // 99.2 // qA3.2	16364	16364	5	-0.17	1.5	7.4	18.1	2.4	1.0	0.6	1.5	355	723	466	606	361	533	353	496	1513	1572	1875	1085	509	378	528	459	286	1032	204	313	104	281	511	1215			
1434793_at	WD repeat domain 78	Wdr78	chr4:101383709-101384949 (-) // 94.77 // qC6 /// chr4	242584	242584	5	0.07	1.5	2.8	1.3	0.9	0.8	1.2	1.3	77	118	92	102	90	114	77	88	196	156	105	131	185	203	123	127	62	116	71	107	80	129	57	52			
1457528_at	solute carrier family 4, sodium bicarbonate cotransporter, member 7	Slc4a7	chr14:11383253-11383911 (+) // 88.3 // qA1	218756	218756	5	0.10	1.5	3.3	2.8	1.6	1.4	0.9	2.0	471	685	721	516	323	632	592	876	891	1243	657	572	342	648	265	725	442	909	271	407	233	555	124	201			
1435436_at	Endothelial PAS domain protein 1	Epas1	chr17:85407228-85408741 (+) // 97.6 // qE4	---	---	5	-0.29	0.2	13.8	5.1	0.6	0.3	0.1	0.7	491	199	83	69	390	279	528	399	4927	1224	2278	127	229	129	166	75	482	82	357	87	448	57	271	158			
1454901_at	Hypothetical protein 6430570G24	6430570G24	chr11:86538091-86539232 (-) // 96.12 // qC	327989	327989	6	0.89	4.5	0.6	0.5	0.4	0.9	3.3	1.3	40	50	94	113	39	50	49	56	33	30	26	86	41	51	64	176	56	138	57	255	53	230	67	29			
1450395_at	solute carrier family 22 (organic cation transporter), member 5	Slc22a5	chr11:53504280-53531416 (-) // 98.4 // qB1.3	20520	20520	6	0.88	2.6	0.7	0.7	0.6	0.9	1.1	1.0	257	282	269	376	242	232	232	224	210	192	211	233	208	232	233	279	210	568	289	758	287	881	212	134			
1443468_at	---	---	chr6:29762900-29763481 (+) // 68.03 // qA3.3	---	---	6	0.88	2.9	0.4	0.6	0.3	0.4	1.4	1.6	218	292	539	266	199	308	198	246	104	37	123	165	91	127	126	488	176	517	243	693	216	732	174	60			
1434277_a_at	Hypothetical protein 6430570G24	6430570G24	chr11:86538091-86539232 (-) // 96.12 // qC	327989	327989	6	0.87	4.3	0.3	0.3	0.5	1.2	4.6	1.3	284	384	637	872	251	314	356	407	190	224	150	684	344	440	521	1339	502	1178	556	2399	612	1895	531	241			
1420700_s_at	folate receptor 4 (delta)	Folr4	chr9:14735994-14739903 (-) // 93.75 // qA2	64931	64931	6	0.87	4.5	0.5	0.6	0.6	1.2	1.8	2.4	187	274	364	268	144	350	203	304	145	167	188	345	89	99	211	313	300	744	301	1349	333	1451	263	160			
1435244_at	Vav2 oncogene	Vav2	chr2:27222126-27223490 (-) // 89.8 // qA3	---	---	6	0.85	3.9	0.9	1.5	1.0	0.9	1.1	1.4	135	163	319	247	154	222	150	217	105	94	170	179	99	78	141	398	109	477	113	437	113	535	111	107			
1428509_at	myosin IE	Myo1e	chr9:70573767-70654351 (+) // 94.8 // qD	71602	71602	6	0.84	2.2	1.1	1.1	1.1	1.1	1.3	1.1	113	100	130	150	101	109	111	107	116	126	104	134	96	127	90	154	104	175	108	241	91	201	82	89			
1433595_at	---	---	chr4:101516293-101516922 (-) // 95.4 // qC6	---	---	6	0.83	4.4	1.8	1.3	1.2	0.7	0.9	1.2	172	194	308	287	193	237	146	164	373	276	266	249	176	144	217	449	123	323	213	929	205	1036	147	180			
1445629_at	Solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	Slc35d1	chr4:101555037-101555507 (-) // 68.94 // qC6	---	---	6	0.83	3.4	0.9	0.9	0.6	0.6	1.1	1.3	81	104	186	159	100	125	99	121	178	98	127	144	124	120	194	454	120	378	206	691	137	1023	89	55			
1416359_at	sorting nexin associated golgi protein 1	Snag1	chr13:110536743-110565543 (-) // 97.85 // qD2.2	---	---	6	0.83	2.0	1.1	1.1	0.6	1.0	1.0	1.3	570	695	772	817	519	693	521	660	786	757	712	725	536	549	496	1351	477	1006	705	1428	624	1334	707	413			
1440536_at	Solute carrier family 22 (organic cation transporter), member 5	Slc22a5	chr11:53510169-53510658 (-) // 67.14 // qB1.3	---	---	6	0.81	2.0	0.6	0.8	0.9	1.1	1.0	1.0	54	61	53	61	50	48	58	50	45	51	50	52	59	56	63	72	63	158	72	144	65	165	61	54			
1433681_x_at	calpain 3	Capn3	chr2:120286069-120286492 (+) // 97.67 // qE5	12335	12335	6	0.79	2.3	1.1	1.3	0.7	0.9	1.7	1.3	83	134	117	180	84	107	102	114	81	75	95	161	98	57	105	156	80	315	75	175	74	327	131	87			
1428329_a_at	intraflagellar transport 80 homolog (Chlamydomonas)	Ift80	chr3:69232736-69260086 (-) // 65.25 // qE1	68259	68259	6	0.79	4.8	0.6	0.6	0.3	1.4	1.5	1.2	127	129	327	203	169	198	180	228	61	85	80	122	120	208	153	361	108	322	109	525	141	474	260	68			
1445664_at	Insulin-like growth factor I receptor	Igf1r	chr7:55152291-55152699 (+) // 99.76 // qB5	---	---	6	0.78	2.9	0.9	1.0	0.9	1.0	1.0	1.0	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22	68	23	66	20	69	10	9			
1456036_x_at	glutathione S-transferase omega 1	Gsto1	chr19:47208995-47209336 (+) // 92.57 // qD1	---	---	6	0.78	2.8	1.5	1.6	0.5	1.0	1.2	1.2	581	590	646	738	396	488	396	693	1082	1043	1005	1178	1077	460	232	1153	532	1787	701	1931	623	3277	341	174			
1427568_a_at	intraflagellar transport 80 homolog (Chlamydomonas)	Ift80	chr3:69232748-69313983 (-) // 83.41 // qE1	68259	68259	6	0.78	3.7	0.3	0.4	0.2	1.4	1.9	1.2	799	791	1569	1283	913	1130	1063	1256	217	311	371	692	625	1028	994	2212	927	2561	880	3219	991	3409	2051	374			
1428644_at	mannoside acetylglucosaminyltransferase 5	Mgat5	chr1:127321723-127324970 (+) // 95.42 // qE3	107895	107895	6	0.78	1.7	0.6	0.8	0.8	2.2	1.5	1.1	118	241	176	249	111	122	96	110	111	241	140	208	105	152	134	261	134	239	173	286	185	294	204	169			
1427095_at	CUB domain containing protein 1	Cdcp1	chr9:123179237-123198551 (-) // 79.98 // qF4	109332	109332	6	0.78	1.6	0.7	0.9	0.9	1.0	1.1	1.0	50	53	56	65	53	55	57	63	55	52	56	61	63	55	67	71	59	99	78	123	66	112	42	36			
1426208_x_at	pleiomorphic adenoma gene-like 1	Plagl1	chr10:12801613-12842473 (+) // 84.05 // qA1	22634	22634	6	0.77	19.7	3.5	9.5	0.6	0.8	2.3	1.9	121	349	1334	787	113	217	94	113	307	245	611	1394	52	59	64	1186	265	2326	89	1752	65	1452	170	102			
1424111_at	insulin-like growth factor 2 receptor	Igf2r	chr17:12091525-12179328 (-) // 98.1 // qA1	16004	16004	6	0.77	2.4	0.7	0.4	0.6	1.3	2.4	0.9	98	202	206	379	128	120	113	125	112	151	112	267	179	243	128	298	194	455	172	412	289	813	370	205			
1450389_s_at	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	Pip5k1a	chr19:23568321-23717812 (-) // 95.01 // qB	18719	18719	6	0.77	2.9	1.1	1.6	0.9	0.5	0.5	1.1	42	38	51	51	39	44	61	57	54	28	60	32	29	35	31	52	34	73	51	147	38	104	21	19			
1444559_at	Putative homeodomain transcription factor 2	Phtf2	---	---	---	6	0.77	3.0	1.2	1.8	1.7	1.0	0.7	1.1	28	22	35	32	21	23	21	21	37	36	47	31	20	20	20	43	20	43	31	91	26	58	13	22			
1425571_at	signaling lymphocytic activation molecule family member 1	Slamf1	chr1:171838358-171872592 (+) // 87.94 // qH3	---	---	6	0.77	1.8	1.1	1.1	1.4	0.8	1.0	1.2	107	102	154	123	101	122	84	88	96	77	103	106	67	57	73	100	79	171	88	160	96	192	80	111			
1457178_at	RAB GTPase activating protein 1-like	Rabgap1l	chr1:160558451-160559128 (-) // 81.68 // qH2.1	---	---	6	0.76	4.0	2.1	2.1	1.9	0.6	1.1	1.6	320	723	721	830	285	457	452	491	548	344	541	570	477	438	276	843	450	1830	267	1077	259	1347	389	726			
1437434_a_at	G protein-coupled receptor 177	Gpr177	chr3:160550971-160575483 (+) // 85.69 // qH4	68151	68151	6	0.76	3.0	0.6	0.5	0.7	0.9	1.3	1.8	101	117	214	198	91	167	116	141	70	63	55	69	157	191	156	273	102	296	113	338	103	314	82	58			
1418835_at	pleckstrin homology-like domain, family A, member 1	Phlda1	chr10:111213340-111215654 (+) // 83.81 // qD1	21664	21664	6	0.75	2.6	0.6	0.6	0.4	0.6	0.8	1.3	102	133	148	175	77	97	93	113	225	125	178	138	104	117	96	239	99	219	379	980	310	687	166	66			
1418057_at	T-cell lymphoma invasion and metastasis 1	Tiam1	chr16:90221950-90395667 (-) // 97.32 // qC3.3	21844	21844	6	0.75	6.8	3.1	3.8	0.9	0.8	0.5	1.1	789	618	2207	1479	678	737	606	696	1230	996	911	449	64	74	348	1562	649	2714	398	2692	239	2370	214	192			
1421937_at	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	Dapp1	chr3:138488600-138539141 (-) // 90.12 // qG3	26377	26377	6	0.75	1.5	0.8	0.7	1.6	1.0	1.0	0.9	202	281	253	287	256	232	252	268	313	300	245	245	227	274	229	275	301	520	371	563	370	575	144	232			
1428967_at	insulin-like growth factor I receptor	Igf1r	chr7:55261228-55265829 (+) // 93.96 // qB5	77773	77773	6	0.75	2.7	0.2	0.3	0.6	0.9	1.6	1.1	114	90	164	213	83	91	181	173	50	46	57	93	123	86	158	375	300	662	220	592	205	665	89	56			
1434210_s_at	leucine-rich repeats and immunoglobulin-like domains 1	Lrig1	chr6:94969500-94970175 (-) // 92.2 // qD2	16206	16206	6	0.74	3.2	0.2	0.3	0.3	1.3	3.2	1.0	98	497	251	877	105	107	91	114	70	93	133	421	46	176	74	338	613	1860	310	982	497	1345	346	92			
1455265_a_at	regulator of G-protein signaling 16	Rgs16	chr1:153725130-153725423 (+) // 80.89 // qG3	---	---	6	0.74	7.1	1.1	4.5	0.4	2.4	1.0	1.5	53	128	73	295	42	65	55	54	222	537	385	375	136	197	66	379	211	690	197	1399	86	642	90	38			
1447757_x_at	inositol polyphosphate-5-phosphatase F	Inpp5f	chr7:116174163-116174425 (+) // 96.56 // qF3	101490	101490	6	0.74	2.1	0.1	0.3	0.5	1.1	1.3	1.3	120	130	227	219	104	133	138	166	77	84	120	149	95	74	210	596	425	1300	567	1169	410	1165	246	111			
1433542_at	inositol polyphosphate-5-phosphatase F	Inpp5f	chr7:116167153-116174591 (+) // 96.8 // qF3	101490	101490	6	0.72	1.8	0.2	0.4	0.5	1.2	1.2	1.0	475	505	727	845	500	519	621	718	280	338	434	529	362	301	794	1805	1089	2755	1373	2435	1086	2509	916	490			
1424208_at	prostaglandin E receptor 4 (subtype EP4)	Ptger4	chr15:5054477-5065264 (-) // 97.71 // qA1	---	---	6	0.72	1.7	1.0	1.5	0.7	0.9	0.8	1.1	1695	2264	2389	2763	1738	1866	1319	1313	1667	1552	2084	1558	983	887	1330	2718	1631	3743	1652	2876	1358	2472	1439	1057			
1432103_a_at	SH3-domain GRB2-like 3	Sh3gl3	chr7:69266869-69447588 (+) // 96.32 // qD1	20408	20408	6	0.71	2.7	1.0	0.7	1.2	0.9	1.0	1.0	104	79	92	98	87	87	88	82	99	92	88	87	85	90	92	91	138	251	98	265	120	337	117	136			
1422231_a_at	tumor necrosis factor receptor superfamily, member 25	Tnfrsf25	chr4:150001875-150006061 (+) // 97.48 // qE2	85030	85030	6	0.70	1.7	0.3	0.4	0.2	1.0	1.5	1.1	182	331	274	300	229	244	295	285	78	76	125	191	77	40	274	573	321	542	309	519	282	490	211	44			
1428114_at	solute carrier family 14 (urea transporter), member 1	Slc14a1	chr18:78520423-78522034 (-) // 72.04 // qE3	108052	108052	6	0.70	2.1	0.2	0.2	0.9	1.0	1.0	1.2	56	47	140	59	37	44	46	62	22	21	21	21	65	48	66	125	94	217	89	186	95	216	39	35			
1440837_at	histocompatibility 2, O region beta locus	H2-Ob	chr17:32738730-32739729 (+) // 29.1 // qB1 /// chrUn_	---	---	6	0.70	4.0	0.1	0.0	0.7	1.0	2.8	1.6	148	210	123	421	102	160	177	257	20	20	20	56	129	99	395	686	893	1358	293	1158	515	1308	74	51			
1436990_s_at	Nur77 downstream gene 2	Ndg2	chr14:108739182-108739382 (+) // 60.46 // qE4	103172	103172	6	0.69	3.4	1.7	2.2	1.4	1.3	1.1	1.3	85	148	172	198	78	102	62	64	221	279	265	287	110	73	76	325	98	177	134	456	123	357	175	248			
1416531_at	glutathione S-transferase omega 1	Gsto1	chr19:47199534-47209340 (+) // 92.94 // qD1	14873	14873	6	0.69	2.7	2.3	3.1	0.6	1.1	1.1	1.2	340	350	330	414	263	309	286	361	490	554	541	600	480	230	136	507	204	643	217	591	174	1262	338	198			
1449283_a_at	mitogen-activated protein kinase 12	Mapk12	chr15:89522304-89532572 (-) // 98.57 // qE3	29857	29857	6	0.69	1.5	0.8	0.8	0.8	1.0	0.9	0.9	54	48	54	60	51	45	58	54	46	45	52	45	64	54	59	61	64	101	61	92	63	105	45	37			
